accession	source_database	name	taxId	scientificName	length	entry_accession	entry_protein_locations
A0A812B4B9	unreviewed	Staphylococcal nuclease domain-containing protein	158019	Sepia pharaonis	892	PF00565	37..152,206..312,352..480,540..648	
A0A812J312	unreviewed	TNase-like domain-containing protein	631055	Symbiodinium sp. CCMP2592	796	PF00565	406..517	
A0A812KD28	unreviewed	16S rRNA (uracil(1498)-N(3))-methyltransferase	2952	Symbiodinium pilosum	489	PF00565	35..146	
A0A812LH66	unreviewed	TNase-like domain-containing protein	878477	Symbiodinium natans	100	PF00565	11..87	
A0A812WTM6	unreviewed	TNase-like domain-containing protein	1519616	Symbiodinium sp. CCMP2456	962	PF00565	783..894	
A0A813HV68	unreviewed	TNase-like domain-containing protein	89957	Polarella glacialis	493	PF00565	296..407	
A0A813K0H6	unreviewed	TNase-like domain-containing protein	89957	Polarella glacialis	290	PF00565	96..204	
A0A813LCS7	unreviewed	TNase-like domain-containing protein	89957	Polarella glacialis	365	PF00565	168..279	
A0A813LFH7	unreviewed	TNase-like domain-containing protein	89957	Polarella glacialis	306	PF00565	180..291	
A0A813PM67	unreviewed	Staphylococcal nuclease domain-containing protein	249248	Adineta ricciae	963	PF00565	43..160,220..329,389..518,579..691	
A0A813SR04	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	958	PF00565	40..157,218..326,386..516,576..689	
A0A813TM25	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	958	PF00565	40..157,218..326,386..516,576..689	
A0A813VSS6	unreviewed	Staphylococcal nuclease domain-containing protein	104777	Brachionus calyciflorus	915	PF00565	47..163,217..327,367..490,548..659	
A0A813WS03	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	958	PF00565	40..157,218..326,386..516,576..689	
A0A814C7J9	unreviewed	Staphylococcal nuclease domain-containing protein	249248	Adineta ricciae	867	PF00565	179..284,330..455,516..625	
A0A814CSQ5	unreviewed	TNase-like domain-containing protein	104777	Brachionus calyciflorus	231	PF00565	72..170	
A0A814IQS1	unreviewed	Staphylococcal nuclease domain-containing protein 1	249248	Adineta ricciae	582	PF00565	8..137,197..310	
A0A814KE99	unreviewed	Staphylococcal nuclease domain-containing protein	1234261	Didymodactylos carnosus	970	PF00565	68..169,228..337,396..522,585..698	
A0A814KQY5	unreviewed	Staphylococcal nuclease domain-containing protein	433720	Adineta steineri	968	PF00565	48..165,224..334,393..523,582..696	
A0A814KWX1	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	838	PF00565	16..127,458..572,728..813	
A0A814LHV1	unreviewed	Staphylococcal nuclease domain-containing protein	249248	Adineta ricciae	901	PF00565	36..154,213..318,364..489,549..659	
A0A814M5H5	unreviewed	TNase-like domain-containing protein	104777	Brachionus calyciflorus	162	PF00565	48..146	
A0A814NH09	unreviewed	Staphylococcal nuclease domain-containing protein	249248	Adineta ricciae	901	PF00565	36..154,213..318,364..489,550..659	
A0A814P9U7	unreviewed	Staphylococcal nuclease domain-containing protein 1	392033	Rotaria sordida	570	PF00565	24..152,230..304,460..545	
A0A814TX51	unreviewed	Tudor domain-containing protein	392033	Rotaria sordida	294	PF00565	50..164	
A0A814VG52	unreviewed	Staphylococcal nuclease domain-containing protein 1	249248	Adineta ricciae	582	PF00565	8..137,197..310	
A0A814ZES3	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	854	PF00565	16..127,324..454,514..628	
A0A815DUS0	unreviewed	Staphylococcal nuclease domain-containing protein	433720	Adineta steineri	969	PF00565	49..166,225..335,394..524,583..697	
A0A815E122	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	894	PF00565	26..127,324..454,514..628	
A0A815JTT8	unreviewed	Staphylococcal nuclease domain-containing protein 1	392033	Rotaria sordida	545	PF00565	24..152,230..299,435..520	
A0A815NBS5	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	300	PF00565	26..127	
A0A815YT38	unreviewed	Staphylococcal nuclease domain-containing protein	392030	Rotaria magnacalcarata	957	PF00565	40..157,216..325,385..515,574..688,855..939	
A0A816FZF8	unreviewed	TNase-like domain-containing protein	249248	Adineta ricciae	309	PF00565	43..160,220..297	
A0A816G1Q4	unreviewed	TNase-like domain-containing protein	249248	Adineta ricciae	309	PF00565	43..160,220..297	
A0A816HQ20	unreviewed	TNase-like domain-containing protein	249248	Adineta ricciae	155	PF00565	3..62	
A0A816HZ83	unreviewed	Ribonuclease	3708	Brassica napus	989	PF00565	40..150,271..365,411..553,615..712,857..966	
A0A816IHR7	unreviewed	Ribonuclease	3708	Brassica napus	982	PF00565	43..154,274..368,414..548,611..708,854..962	
A0A816JTM2	unreviewed	Ribonuclease	3708	Brassica napus	986	PF00565	40..147,270..363,410..551,613..710,855..964	
A0A816KHZ4	unreviewed	(rape) hypothetical protein	3708	Brassica napus	1358	PF00565	420..530,650..744,790..923,986..1083,1233..1338	
A0A816PEA3	unreviewed	TNase-like domain-containing protein	3708	Brassica napus	336	PF00565	208..318	
A0A816SES3	unreviewed	Ribonuclease	3708	Brassica napus	983	PF00565	43..153,273..367,413..549,612..709,854..963	
A0A816TAW5	unreviewed	TNase-like domain-containing protein	3708	Brassica napus	333	PF00565	222..316	
A0A816URD1	unreviewed	TNase-like domain-containing protein	3708	Brassica napus	328	PF00565	211..310	
A0A816V0Z1	unreviewed	Staphylococcal nuclease domain-containing protein	392030	Rotaria magnacalcarata	957	PF00565	40..157,216..325,385..515,574..688,855..939	
A0A816VXR6	unreviewed	Ribonuclease	3708	Brassica napus	991	PF00565	41..152,273..367,413..555,617..714,859..968	
A0A816XCP7	unreviewed	TNase-like domain-containing protein	3708	Brassica napus	748	PF00565	420..530,650..722	
A0A817DRC0	unreviewed	Staphylococcal nuclease domain-containing protein	2762512	Rotaria sp. Silwood2	956	PF00565	38..155,214..321,383..512,573..686	
A0A817FBB2	unreviewed	Staphylococcal nuclease domain-containing protein	2762512	Rotaria sp. Silwood2	956	PF00565	38..155,214..321,383..512,573..686	
A0A817JTX0	unreviewed	TNase-like domain-containing protein	2762512	Rotaria sp. Silwood2	618	PF00565	38..155,214..321,383..512	
A0A817KRD7	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762512	Rotaria sp. Silwood2	350	PF00565	13..80	
A0A817M1X1	unreviewed	Staphylococcal nuclease domain-containing protein	2762512	Rotaria sp. Silwood2	959	PF00565	41..157,216..326,386..516,576..689	
A0A817P851	unreviewed	Staphylococcal nuclease domain-containing protein	2762512	Rotaria sp. Silwood2	956	PF00565	38..155,214..321,383..512,573..686	
A0A818KSH9	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	952	PF00565	38..155,214..321,379..509,568..682	
A0A818LSD3	unreviewed	Staphylococcal nuclease domain-containing protein	433720	Adineta steineri	969	PF00565	49..166,225..335,394..524,583..697	
A0A818LT21	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	958	PF00565	40..157,218..326,386..516,576..689	
A0A818M1X6	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	958	PF00565	40..157,216..326,386..516,576..689	
A0A818PF58	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	1017	PF00565	40..157,217..326,386..516,576..689	
A0A818Q1L9	unreviewed	TNase-like domain-containing protein	2762511	Rotaria sp. Silwood1	425	PF00565	40..157,217..326	
A0A818RDA3	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762511	Rotaria sp. Silwood1	606	PF00565	23..153,213..337,503..588	
A0A818SS52	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	958	PF00565	40..157,218..326,386..516,576..689	
A0A818TH10	unreviewed	Staphylococcal nuclease domain-containing protein	392032	Rotaria socialis	958	PF00565	40..157,216..325,385..515,574..688	
A0A818TK55	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	961	PF00565	38..155,214..321,388..518,577..691	
A0A818TKD6	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	958	PF00565	40..157,217..326,386..516,576..689	
A0A818TNC9	unreviewed	Staphylococcal nuclease domain-containing protein	392033	Rotaria sordida	860	PF00565	16..127,324..454,514..628	
A0A819F291	unreviewed	Tudor domain-containing protein	392033	Rotaria sordida	326	PF00565	2..60,216..301	
A0A819FSW4	unreviewed	Tudor domain-containing protein	392033	Rotaria sordida	326	PF00565	2..60,216..301	
A0A819FTU6	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	249	PF00565	24..152	
A0A819GE23	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	271	PF00565	26..127,186..261	
A0A819HF45	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	271	PF00565	26..127,186..261	
A0A819QKX7	unreviewed	Staphylococcal nuclease domain-containing protein	433720	Adineta steineri	969	PF00565	49..166,225..335,394..524,583..697	
A0A819TZS2	unreviewed	TNase-like domain-containing protein	392030	Rotaria magnacalcarata	620	PF00565	40..157,216..325,385..515	
A0A820GJT3	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	124	PF00565	50..123	
A0A820GR21	unreviewed	Staphylococcal nuclease domain-containing protein	2762512	Rotaria sp. Silwood2	959	PF00565	41..157,216..326,386..516,576..689	
A0A820HDG1	unreviewed	TNase-like domain-containing protein	392030	Rotaria magnacalcarata	138	PF00565	36..120	
A0A820I4V0	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	165	PF00565	14..109	
A0A820JGW2	unreviewed	TNase-like domain-containing protein	392033	Rotaria sordida	143	PF00565	24..132	
A0A820ME86	unreviewed	TNase-like domain-containing protein	2762512	Rotaria sp. Silwood2	637	PF00565	38..155,214..321,383..490	
A0A820MST0	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762512	Rotaria sp. Silwood2	338	PF00565	2..68	
A0A820PJ24	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762512	Rotaria sp. Silwood2	338	PF00565	2..68	
A0A820R3J5	unreviewed	TNase-like domain-containing protein	392032	Rotaria socialis	620	PF00565	40..157,216..325,385..515	
A0A820SIF9	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762512	Rotaria sp. Silwood2	359	PF00565	2..68	
A0A820T2D2	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762512	Rotaria sp. Silwood2	359	PF00565	2..68	
A0A820TK19	unreviewed	TNase-like domain-containing protein	2762512	Rotaria sp. Silwood2	637	PF00565	38..155,214..321,383..490	
A0A820WED8	unreviewed	Tudor domain-containing protein	392030	Rotaria magnacalcarata	202	PF00565	3..58	
A0A820ZFT0	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	952	PF00565	38..155,214..321,379..509,568..682	
A0A821A4N5	unreviewed	Staphylococcal nuclease domain-containing protein	392032	Rotaria socialis	958	PF00565	40..157,216..325,385..515,574..688	
A0A821CZ32	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	958	PF00565	40..157,217..326,386..516,576..689	
A0A821H018	unreviewed	TNase-like domain-containing protein	2762512	Rotaria sp. Silwood2	637	PF00565	38..155,214..321,383..490	
A0A821HN06	unreviewed	Staphylococcal nuclease domain-containing protein	2762511	Rotaria sp. Silwood1	952	PF00565	38..155,214..321,379..509,568..682	
A0A821HT65	unreviewed	TNase-like domain-containing protein	392032	Rotaria socialis	130	PF00565	28..112	
A0A821KXF1	unreviewed	Tudor domain-containing protein	392032	Rotaria socialis	213	PF00565	2..68	
A0A821L5G1	unreviewed	Staphylococcal nuclease domain-containing protein	345717	Pieris macdunnoughi	892	PF00565	38..152,208..310,350..474,535..644	
A0A821ML81	unreviewed	TNase-like domain-containing protein	2762511	Rotaria sp. Silwood1	130	PF00565	26..112	
A0A821TNL2	unreviewed	Staphylococcal nuclease domain-containing protein 1	2762511	Rotaria sp. Silwood1	824	PF00565	38..155,214..321,379..509,568..682	
A0A821VXM3	unreviewed	TNase-like domain-containing protein	392032	Rotaria socialis	49	PF00565	9..48	
A0A821Z0R4	unreviewed	TNase-like domain-containing protein	392032	Rotaria socialis	67	PF00565	2..67	
A0A821ZC70	unreviewed	Staphylococcal nuclease domain-containing protein 1	392032	Rotaria socialis	242	PF00565	9..97	
A0A822D663	unreviewed	TNase-like domain-containing protein	392032	Rotaria socialis	64	PF00565	9..64	
A0A822FPA6	unreviewed	TNase-like domain-containing protein	2762511	Rotaria sp. Silwood1	100	PF00565	22..100	
A0A822FXI5	unreviewed	TNase-like domain-containing protein	111125	Ranitomeya imitator	145	PF00565	2..78	
A0A822Y435	unreviewed	TNase-like domain-containing protein	4432	Nelumbo nucifera	259	PF00565	147..241	
A0A822YNB9	unreviewed	TNase-like domain-containing protein	4432	Nelumbo nucifera	804	PF00565	39..148,271..362,409..552,614..712	
A0A830D1B1	unreviewed	Ribonuclease	374723	Phtheirospermum japonicum	988	PF00565	39..147,269..362,409..547,611..708,860..964	
A0A830DB92	unreviewed	TNase-like domain-containing protein	374723	Phtheirospermum japonicum	332	PF00565	220..315	
A0A830HIS5	unreviewed	Ribonuclease	41880	Pycnococcus provasolii	968	PF00565	34..144,208..345,390..511,572..681	
A0A830I0B4	unreviewed	TNase-like domain-containing protein	41880	Pycnococcus provasolii	377	PF00565	283..360	
A0A830I3I3	unreviewed	TNase-like domain-containing protein	41880	Pycnococcus provasolii	448	PF00565	36..146	
A0A833QHC6	unreviewed	TNase-like domain-containing protein	544730	Carex littledalei	370	PF00565	169..264	
A0A833QQH2	unreviewed	Ribonuclease	544730	Carex littledalei	1015	PF00565	40..155,277..370,417..574,636..739	
A0A833RB53	unreviewed	TNase-like domain-containing protein	544730	Carex littledalei	281	PF00565	223..278	
A0A833RIX9	unreviewed	TNase-like domain-containing protein	544730	Carex littledalei	197	PF00565	83..178	
A0A833RKB2	unreviewed	TNase-like domain-containing protein	544730	Carex littledalei	380	PF00565	167..262	
A0A833RNG0	unreviewed	Staphylococcal nuclease domain-containing protein	561572	Frieseomelitta varia	863	PF00565	9..125,191..287,322..445,505..614	
A0A833USF0	unreviewed	Ribonuclease	51240	Juglans regia	952	PF00565	12..112,233..326,373..518,589..677,824..930	
A0A833UUK6	unreviewed	TNase-like domain-containing protein	51240	Juglans regia	134	PF00565	10..70	
A0A833VC89	unreviewed	TNase-like domain-containing protein	544730	Carex littledalei	575	PF00565	235..288	
A0A833VL33	unreviewed	TNase-like domain-containing protein	544730	Carex littledalei	350	PF00565	215..310	
A0A833VXR2	unreviewed	TNase-like domain-containing protein	4787	Phytophthora infestans	899	PF00565	34..147,204..318,360..486,548..667,794..887	
A0A833WZJ9	unreviewed	TNase-like domain-containing protein	4787	Phytophthora infestans	244	PF00565	115..221	
A0A833XHT1	unreviewed	TNase-like domain-containing protein	51240	Juglans regia	369	PF00565	257..351	
A0A833YYJ9	unreviewed	TNase-like domain-containing protein	89673	Phyllostomus discolor	605	PF00565	50..166,220..327,368..495	
A0A833Z1A8	unreviewed	Staphylococcal nuclease domain-containing protein 1	89673	Phyllostomus discolor	531	PF00565	15..116,174..280,468..515	
A0A833Z2Q0	unreviewed	Staphylococcal nuclease domain-containing protein	89673	Phyllostomus discolor	938	PF00565	50..166,220..327,368..523,581..687,875..922	
A0A833Z429	unreviewed	Staphylococcal nuclease domain-containing protein 1	89673	Phyllostomus discolor	310	PF00565	2..59,247..294	
A0A833Z5D4	unreviewed	Staphylococcal nuclease domain-containing protein 1	89673	Phyllostomus discolor	512	PF00565	3..97,155..261,449..496	
A0A833Z691	unreviewed	TNase-like domain-containing protein	89673	Phyllostomus discolor	491	PF00565	9..56,110..217,258..385	
A0A833Z693	unreviewed	TNase-like domain-containing protein	89673	Phyllostomus discolor	654	PF00565	50..166,220..327,368..495	
A0A833Z9H4	unreviewed	TNase-like domain-containing protein	89673	Phyllostomus discolor	614	PF00565	50..166,220..327,368..495	
A0A834DKG6	unreviewed	Staphylococcal nuclease domain-containing protein	89673	Phyllostomus discolor	910	PF00565	50..166,220..327,368..495,553..659,847..894	
A0A834DNN9	unreviewed	TNase-like domain-containing protein	89673	Phyllostomus discolor	208	PF00565	3..97	
A0A834G6U9	unreviewed	Ribonuclease	118357	Rhododendron simsii	1004	PF00565	39..151,267..322,631..730,876..981	
A0A834GLA1	unreviewed	Ribonuclease	118357	Rhododendron simsii	1000	PF00565	40..146,266..319,425..567,626..725,871..978	
A0A834H9W1	unreviewed	TNase-like domain-containing protein	118357	Rhododendron simsii	333	PF00565	221..315	
A0A834HV07	unreviewed	Staphylococcal nuclease domain-containing protein	354439	Rhynchophorus ferrugineus	894	PF00565	43..159,236..327,368..491,550..658	
A0A834JF95	unreviewed	Staphylococcal nuclease domain-containing protein	30212	Vespula germanica	895	PF00565	40..156,223..318,353..477,537..646	
A0A834MW10	unreviewed	Staphylococcal nuclease domain-containing protein	7454	Vespula vulgaris	895	PF00565	40..156,223..318,353..477,537..646	
A0A834NHC7	unreviewed	Staphylococcal nuclease domain-containing protein	30213	Vespula pensylvanica	895	PF00565	40..156,223..318,353..477,537..646	
A0A834R4P8	unreviewed	Staphylococcal nuclease domain-containing protein	52283	Sarcoptes scabiei	890	PF00565	40..145,203..302,341..470,532..626	
A0A834WX89	unreviewed	TNase-like domain-containing protein	362788	Senna tora	390	PF00565	239..360	
A0A834WXF9	unreviewed	Ribonuclease	362788	Senna tora	990	PF00565	42..151,268..363,617..714,860..967	
A0A834XAL6	unreviewed	Ribonuclease	362788	Senna tora	992	PF00565	43..151,269..364,411..555,619..717,863..970	
A0A834Z0H8	unreviewed	TNase-like domain-containing protein	13715	Tetracentron sinense	337	PF00565	225..319	
A0A835A596	unreviewed	TNase-like domain-containing protein	1010633	Digitaria exilis	327	PF00565	211..303	
A0A835BB02	unreviewed	Ribonuclease	1010633	Digitaria exilis	986	PF00565	40..148,271..362,409..553,614..712,860..964	
A0A835BMV0	unreviewed	TNase-like domain-containing protein	1010633	Digitaria exilis	332	PF00565	219..313	
A0A835BS00	unreviewed	TNase-like domain-containing protein	1010633	Digitaria exilis	243	PF00565	127..219	
A0A835C6F4	unreviewed	Ribonuclease TUDOR 1-like	362788	Senna tora	843	PF00565	43..151,268..364,624..695	
A0A835CWM2	unreviewed	Staphylococcal nuclease domain-containing protein	684658	Aphidius gifuensis	887	PF00565	41..156,212..313,368..472,532..640	
